Crash ID,Crash Date and Time,Hour of Day,Day of the week,Crash Type,Crash Severity,Property Damage Crash Indicator,Property Damage Indicator,Alcohol Involved,Aggressive Driver Involved,Bicycle Involved,Cell Phone Involved,Animal Involved,Animal Type,Drug Involved,Crash Location,Latitude,Longitude,YTD Indicator,ObjectID
2872150,4/29/2023 8:15:00 PM,16,7,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LA GRAVE AVE SE &  WEALTHY ST SE,42.9559130868042,-85.6652457132507,YTD,5731
2872149,4/28/2023 3:40:00 AM,23,5,Rear End,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, EASTERN AVE NE &  HAKE ST NE,42.9723346624102,-85.6496147529329,YTD,5732
2872148,4/29/2023 3:55:00 AM,23,6,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, 28TH ST SE &  MADISON ST SE,42.9128212541087,-85.6531891980057,YTD,5733
2872147,4/27/2023 12:27:00 PM,8,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAFAYETTE AVE SE &  WEALTHY ST SE,42.9559860880747,-85.661838016391,YTD,5734
2872146,4/27/2023 9:54:00 PM,17,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  EASTERN AVE SE,42.9127976348813,-85.6469001099325,YTD,5735
2872145,4/20/2023 7:15:00 PM,15,5,Angle,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, 28TH ST SE &  EASTERN AVE SE,42.9127574448861,-85.6421490629712,YTD,5736
2872144,4/20/2023 12:30:00 PM,8,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  BIRCHCREST DR SE,42.9126330944717,-85.6102114217685,YTD,5737
2872143,4/28/2023 7:40:00 PM,15,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NE &  GILL AV NE,42.9846074583244,-85.6661107794128,YTD,5738
2872142,4/28/2023 7:15:00 PM,15,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MADISON AVE SE &  BURTON ST SE,42.9279483116335,-85.6579851854992,YTD,5739
2872141,4/29/2023 10:33:00 PM,18,7,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FULTON ST W &  MONROE AVE AVE S,42.9632382284884,-85.6745621010619,YTD,5740
2872140,4/28/2023 10:05:00 PM,18,6,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, GRANDVILLE AVE SW &  WEALTHY ST SW,42.9559701987262,-85.6746597798912,YTD,5741
2872139,4/27/2023 12:09:00 PM,8,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SE &  EDGEWOOD AVE SE,42.9269730741185,-85.5949596983105,YTD,5742
2872138,4/23/2023 12:18:00 AM,20,7,Head On,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PINE AVE NW &  LEONARD ST NW,42.9840535684624,-85.6941689304113,YTD,5743
2872137,4/27/2023 11:59:00 AM,7,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SW &  N US 131  ,42.9278125077643,-85.6817218290724,YTD,5744
2872136,4/23/2023 5:25:00 AM,1,1,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PROSPECT AVE NE & E FULTON ST ,42.9635931823271,-85.6601674861749,YTD,5745
2872135,4/28/2023 7:35:00 PM,15,6,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  OLDTOWN RD SE,42.8941468222379,-85.6265023418467,YTD,5746
2872134,4/28/2023 12:00:00 PM,8,6,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No,E BELTLINE AVE SE &  LAKE EASTBROOK BLVD SE,42.91909518345,-85.5839192133098,YTD,5747
2872133,4/30/2023 8:15:00 AM,4,1,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, TURNER AVE NW &  RAMP 044D  ,42.9839593552324,-85.6776866027635,YTD,5748
2872132,4/27/2023 4:50:00 PM,12,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NW &  MONROE AVE NW,42.9847003895306,-85.6707263467655,YTD,5749
2872131,4/29/2023 6:50:00 PM,14,7,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, HALL ST SE &  CASS AVE SE,42.9413895767263,-85.6631631750352,YTD,5750
2872130,4/29/2023 11:20:00 AM,7,7,Head On,No Injury (O),Yes,No,No,No,No,No,No,,No, SHERIDAN AVE SW &  FRANKLIN ST SW,42.9488044305909,-85.6760885535157,YTD,5751
2872129,4/26/2023 9:34:00 PM,17,4,Other,No Injury (O),Yes,No,No,Yes,No,No,No,,No, DELAWARE ST SE &  JEFFERSON AVE SE,42.9459963616484,-85.6645014933198,YTD,5752
2872128,4/30/2023 7:45:00 PM,15,1,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, ALPINE AVE NW &  SYLVIA ST NW,0,0,YTD,5753
2872127,4/28/2023 4:03:00 PM,12,6,Sideswipe-Same,Possible Injury (C),No,No,No,Yes,No,No,No,,No, ALPINE AVE NW &  PANNEL ST NW,42.9985707224362,-85.6884185674049,YTD,5754
2870851,4/3/2023 9:00:00 PM,17,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  HALL ST SE,42.9415101993435,-85.6673440622953,YTD,5755
2870054,3/31/2023 4:30:00 PM,12,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FULLER AVE NE &  PLUM HOLLOW LN NE,42.996920758086,-85.6398913616248,YTD,5756
2869190,4/26/2023 7:45:00 PM,15,4,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, KALAMAZOO AVE SE &  SHANGRAI LA DR SE,0,0,YTD,5757
2869189,4/26/2023 7:36:00 PM,15,4,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No,W FULTON ST  &  LEXINGTON AVE NW,42.9634369009579,-85.6837782526244,YTD,5758
2869188,4/26/2023 8:12:00 PM,16,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE &  BRADFORD ST NE,42.9774383424729,-85.5907954805667,YTD,5759
2869187,4/22/2023 10:23:00 PM,18,7,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PEARL ST W &  MONROE AVE NW,42.966386200595,-85.6720683499867,YTD,5760
2869186,4/26/2023 10:50:00 PM,18,4,Head On-Left Turn,Possible Injury (C),No,No,No,Yes,No,No,No,,No, LAKE DR SE &  PACKARD AVE SE,42.9619197607077,-85.6518233667727,YTD,5761
2869185,1/4/2023 1:00:00 AM,20,3,Other,No Injury (O),Yes,No,No,No,No,No,No,,No,W FULTON ST SW &  MONROE AVE NW,42.9632398622458,-85.674187211462,YTD,5762
2869184,3/27/2023 12:30:00 PM,8,2,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, CHERRY ST SW   &  DIVISION AVE S  ,42.9596970783813,-85.6711464801666,YTD,5763
2869182,4/25/2023 3:50:00 PM,11,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, GODFREY AVE SW &  CURVE ST SW,42.9433124684974,-85.6846263457144,YTD,5764
2868411,4/25/2023 9:54:00 PM,17,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, CLANCY AVE NE &  COLDBROOK ST NE,42.9824696708169,-85.6647646336528,YTD,5765
2868410,4/26/2023 12:50:00 PM,8,4,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,Yes,Deer,No, 28TH ST SE &  BROOKLYN AVE SE,42.9127107659952,-85.6369446168823,YTD,5766
2868409,4/25/2023 8:54:00 PM,16,3,Angle,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, PLAINFIELD AVE NE &  COLDBROOK ST NW,42.9822827479993,-85.6683157729133,YTD,5767
2868408,4/24/2023 8:00:00 PM,16,2,Head On,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HENRY AVE SE &  PLEASANT ST SE,42.9509662321649,-85.651715234469,YTD,5768
2868407,4/25/2023 11:12:00 PM,19,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, CAMBRIDGE DR SE &  ADAMS ST SE,42.937979019002,-85.625772644394,YTD,5769
2868406,4/14/2023 6:44:00 PM,14,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FULLER   &  HERMITAGE ST  ,42.9607091699876,-85.6396775792094,YTD,5770
2868405,4/24/2023 12:30:00 PM,8,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MADISON AVE SE &  CHERRY ST SE,42.9587347778014,-85.6592098611418,YTD,5771
2868404,4/26/2023 5:40:00 AM,1,4,Single Motor Vehicle,No Injury (O),Yes,No,No,No,Yes,No,No,,No, FULTON W ST NW &  SEWARD AVE NW,42.9634121793209,-85.6825538496592,YTD,5772
2868403,4/24/2023 4:41:00 PM,12,2,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, JEFFERSON AVE SE &  COTTAGE GROVE ST SE,42.935628857674,-85.6633530741188,YTD,5773
2868402,4/23/2023 2:30:00 AM,22,7,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, WALKER AVE NW &  FREMONT AVE NW,42.9782653835588,-85.6911127271517,YTD,5774
2868401,4/25/2023 6:15:00 PM,14,3,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, PLAINFIELD AVE NE &  ELEANOR ST NE,43.0027057371105,-85.6537302167559,YTD,5775
2868400,4/25/2023 4:10:00 PM,12,3,Backing,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, LAKE MICHIGAN DR NW &  LANE AVE NW,42.9663170295409,-85.6924480409814,YTD,5776
2868399,4/25/2023 6:00:00 PM,14,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, WALKER AVE NW &  LINCOLN AVE NW,42.9810816930529,-85.6968500273475,YTD,5777
2868398,4/25/2023 5:00:00 PM,13,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE & E BELTLINE AVE SE,42.9125014587415,-85.5834587000373,YTD,5778
2868397,4/25/2023 4:00:00 PM,12,3,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, MONROE AVE NW &  ANN ST NW,42.9954678375371,-85.6704508160675,YTD,5779
2867808,4/25/2023 7:16:00 AM,3,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, CAULFIELD AVE SW &  BEACON ST SW,0,0,YTD,5780
2867807,4/25/2023 11:54:00 AM,7,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, COIT AVE NE &  HUBBARD ST NE,43.0231037713703,-85.6542119080358,YTD,5781
2867806,4/24/2023 5:41:00 PM,13,2,Single Motor Vehicle,Possible Injury (C),No,No,No,No,No,No,No,,No, MASON ST NE &  PERKINS AVE NE,42.9794593948007,-85.6213038358857,YTD,5782
2867805,4/24/2023 7:20:00 PM,15,2,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, BURTON ST SE &  BRETON RD  SE,42.9271332337899,-85.6084974897553,YTD,5783
2867804,4/21/2023 12:54:00 AM,20,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BROADWAY AVE NW &  6TH ST NW,42.9768375163945,-85.6795450695491,YTD,5784
2867803,4/21/2023 9:45:00 PM,17,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LARAWAY PLZ SE &  EASTERN AVE SE,42.9114180114148,-85.6469909385546,YTD,5785
2867802,4/21/2023 6:23:00 PM,14,6,Head On,No Injury (O),Yes,No,Yes,No,No,No,No,,No, BLAINE AVE SE &  GRISWOLD ST SE,42.9207469547527,-85.6427808900674,YTD,5786
2867801,4/20/2023 7:52:00 PM,15,5,Other,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FREMONT AVE NW &  SYLVIA ST NW,42.9952989983449,-85.6911530073835,YTD,5787
2867800,4/20/2023 7:35:00 PM,15,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  MADISON AVE SE,42.9128376109771,-85.6569350328155,YTD,5788
2867799,4/24/2023 6:59:00 PM,14,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAFAYETTE AVE SE &  CHERRY ST SE,42.9595825458801,-85.6616718502473,YTD,5789
2867798,4/21/2023 2:06:00 AM,22,5,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, OAKES ST SW &  MARKET AVE SW,42.9609353361473,-85.6749633637138,YTD,5790
2867797,4/14/2023 2:00:00 PM,10,6,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, MANWARING PL   &  LA BELLE ST  ,42.9386360560878,-85.6660738144377,YTD,5791
2867796,4/21/2023 1:14:00 AM,21,5,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MARKET AVE SW &  WESTON ST SW,42.9621099699567,-85.6741817191632,YTD,5792
2867795,4/23/2023 8:30:00 PM,16,1,Rear End,No Injury (O),Yes,No,No,Yes,No,Yes,No,,No, RAMP 038A   & E BELTLINE AVE NE,42.971453131934,-85.5910903122155,YTD,5793
2867794,4/21/2023 9:16:00 PM,17,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, COLLEGE AVE NE &  CEDAR ST NE,42.9810393979747,-85.6570806055837,YTD,5794
2867793,4/24/2023 9:24:00 PM,17,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE  &  LAKE DR SE,42.9195141292541,-85.5839604656429,YTD,5795
2867792,4/22/2023 6:25:00 AM,2,7,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, DIVISION AVE S &  PUTNAM ST SW,42.9434374278813,-85.6673676791651,YTD,5796
2867791,4/8/2023 6:37:00 AM,2,7,Head On,Possible Injury (C),No,No,Yes,No,No,No,No,,No, S US 131   &  PEARL ST NW,42.9665617977901,-85.6787523340364,YTD,5797
2867790,4/15/2023 7:50:00 AM,3,7,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, FRANKLIN ST SE &  EASTERN AVE SE,42.9483714187708,-85.6496356552671,YTD,5798
2867789,4/21/2023 4:56:00 PM,12,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE & E MALL DR SE,42.9162879782068,-85.5837167997713,YTD,5799
2867788,4/21/2023 4:15:00 AM,0,6,Rear End,No Injury (O),Yes,No,Yes,No,No,No,No,,No, SIBLEY ST NW &  VALLEY AVE NW,42.9673602329961,-85.6985917437341,YTD,5800
2867787,3/22/2023 1:00:00 AM,21,3,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, FULLER AVE SE AVE  &  RAMONA ST SE  ,0,0,YTD,5801
2867786,4/21/2023 2:41:00 AM,22,5,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, WEALTHY ST SE &  LA GRAVE AVE SE,42.9559130868042,-85.6652457132507,YTD,5802
2867785,4/24/2023 1:15:00 PM,9,2,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE SW &  LAKE DR SW,42.919023167403,-85.5839083429528,YTD,5803
2867784,4/22/2023 4:00:00 PM,12,7,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ALPINE AVE NW AVE  &  RICHMON ST NW  ,42.9926015704873,-85.6882542335934,YTD,5804
2867783,3/25/2023 10:30:00 PM,18,7,Angle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, BURTON ST SE &  PLYMOUTH AVE SE,42.9270894489965,-85.6239290139442,YTD,5805
2867782,4/20/2023 7:55:00 PM,15,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MICHIGAN ST NE &  PARIS AVE NE,42.970151534166,-85.6556893426059,YTD,5806
2867781,3/28/2023 10:30:00 PM,18,3,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, MT VERNON AVE NW &  DOUGLAS ST NW,0,0,YTD,5807
2867780,3/26/2023 6:00:00 AM,2,1,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, BURTON ST SW & S DIVISION AVE ,0,0,YTD,5808
2867779,4/21/2023 10:10:00 PM,18,6,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, WEALTHY ST SE &  FULLER AVE SE,42.9555211912345,-85.6395826568045,YTD,5809
2867778,4/22/2023 10:28:00 AM,6,7,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, KALAMAZOO AVE SE &  HANCOCK ST SE,42.94007793747,-85.6435121305819,YTD,5810
2867107,4/22/2023 9:50:00 PM,17,7,Single Motor Vehicle,No Injury (O),Yes,No,Yes,No,No,No,No,,Yes, MARKET AVE SW &  OAKES ST SW,42.9609772620566,-85.6749354652409,YTD,5811
2867106,4/22/2023 11:12:00 AM,7,7,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, BROADWAY AVE NW &  HAMILTON AVE NW,42.9952818656178,-85.681062786526,YTD,5812
2867105,4/23/2023 2:40:00 AM,22,7,Other,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  CLAYSTONE ST SE,42.9247538060708,-85.5846258840277,YTD,5813
2867104,4/24/2023 12:00:00 PM,8,2,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, BRETON RD SE &  28TH ST SE,42.912124494118,-85.6081169882282,YTD,5814
2867103,4/24/2023 12:40:00 PM,8,2,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MONROE AVE NW &  MELBOURNE ST NE,0,0,YTD,5815
2867102,4/24/2023 3:29:00 AM,23,1,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No,S DIVISION AVE  &  GRIGGS ST SE,42.9311129628663,-85.6668291209406,YTD,5816
2867100,4/19/2023 10:20:00 PM,18,4,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,Yes,No,No,,No,N PARK ST NE &  PARIS AVE NE,43.0220397961334,-85.6556845641066,YTD,5817
2867099,4/21/2023 8:45:00 PM,16,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NE &  FULLER AVE NE,42.9844284434265,-85.6376501021857,YTD,5818
2867098,4/20/2023 3:15:00 PM,11,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KNAPP ST NE &  BALL AVE NE,42.9989514195483,-85.6300467267442,YTD,5819
2867097,4/20/2023 11:30:00 AM,7,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, TAYLOR AVE NE &  CALEDONIA ST NE,42.9886654316628,-85.6686832000333,YTD,5820
2867096,4/22/2023 10:52:00 PM,18,7,Other,Possible Injury (C),No,No,No,No,No,No,No,,No, KALAMAZOO AVE SE &  44TH ST SE,0,0,YTD,5821
2867095,4/18/2023 8:41:00 PM,16,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, 28TH ST SE &  BRETON RD SE,42.9126354054123,-85.6089102118782,YTD,5822
2867094,4/21/2023 3:05:00 PM,11,6,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, 11TH ST NW &  JENNETTE AVE NW,42.9816681073473,-85.6899146846341,YTD,5823
2867093,4/12/2023 6:03:00 PM,14,4,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, DIVISION AVE N &  MICHIGAN ST NE,42.9706408469134,-85.668670377879,YTD,5824
2867092,4/22/2023 4:35:00 PM,12,7,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MOUNT VERNON AVE NW &  PEARL ST NW,42.9667231018292,-85.6791774307762,YTD,5825
2867091,4/7/2023 8:50:00 PM,16,6,Single Motor Vehicle,No Injury (O),Yes,No,No,No,Yes,No,No,,No, 28TH ST SE &  WOODLAWN AVE SE,42.9125927874951,-85.5984809839027,YTD,5826
2867090,4/15/2023 9:15:00 PM,17,7,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, CESAR E. CHAVEZ AVE SW   &  MARTHA ST SW  ,0,0,YTD,5827
2867089,4/24/2023 12:50:00 AM,20,1,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No,E FULTON ST  &  WOODWARD LN SE,42.9627457273057,-85.6224436423966,YTD,5828
2867088,4/15/2023 3:42:00 AM,23,6,Head On,No Injury (O),Yes,No,No,No,No,No,No,,No, 28TH ST SE &  EASTERN AVE SE ,0,0,YTD,5829
2867087,4/15/2023 4:49:00 AM,0,7,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  HALL ST SE,42.9414953398498,-85.6673440294726,YTD,5830
2867086,4/10/2023 7:55:00 AM,3,2,Rear End,No Injury (O),Yes,No,Yes,No,No,No,No,,Yes, BUCHANAN AVE SW &  MAY AVE SW,42.9232759151422,-85.6713581317195,YTD,5831
2867085,3/30/2023 4:24:00 PM,12,5,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, STAUFFER AVE SE &  44TH ST SE,42.8837159566714,-85.616946947276,YTD,5832
2867084,3/26/2023 1:15:00 PM,9,1,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, WEYMOUTH DR SE &  KEN O PAR ST SE,42.8863194534167,-85.6181324290957,YTD,5833
2867083,3/28/2023 6:15:00 PM,14,3,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, MICHIGAN ST NW ST  &  OTTAWA AVE NW AVE ,42.9704256543368,-85.6702556470682,YTD,5834
2867082,4/16/2023 3:43:00 AM,23,7,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, FULTON ST W &  LEXINGTON AVE NW,42.9634480883214,-85.6843289886019,YTD,5835
2867081,4/16/2023 1:30:00 AM,21,7,Other,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, MICHIGAN ST NW &  MONROE AVE NW,42.9703855345357,-85.672280779369,YTD,5836
2865351,3/18/2023 10:50:00 PM,18,7,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ROWLAND AVE SE &  CHARRING CROSS DR RD SE,42.9217916721821,-85.5750258814344,YTD,5837
2864676,4/19/2023 7:16:00 PM,15,4,Sideswipe-Same,Possible Injury (C),No,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  BELMAR DR SE,42.8920180860419,-85.6263943444039,YTD,5838
2864675,4/20/2023 12:10:00 PM,8,5,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, FRANKLIN ST SE &  LAFAYETTE AVE SE,42.9486043898444,-85.661566070116,YTD,5839
2864674,4/19/2023 10:50:00 PM,18,4,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  MALL DR SE,42.9151590500079,-85.5836398168636,YTD,5840
2864673,4/19/2023 6:05:00 PM,14,4,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No,E FULTON ST  &  PROSPECT AVE SE,42.9630398447646,-85.6601562373623,YTD,5841
2864672,4/19/2023 6:35:00 PM,14,4,Angle,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  LAKE DR SE,42.9378156865024,-85.585076300042,YTD,5842
2864671,4/19/2023 6:49:00 PM,14,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SE & E BELTLINE AVE SE,42.9269235891883,-85.5857432891082,YTD,5843
2864670,4/19/2023 11:25:00 PM,19,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BRETON RD SE &  SAGINAW RD SE,42.9158743759657,-85.6083488359653,YTD,5844
2864669,4/20/2023 11:42:00 AM,7,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  28TH ST SE,42.9129095141988,-85.6659743181191,YTD,5845
2864668,4/19/2023 6:00:00 PM,14,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, STOLPE ST SW &  GRANDVILLE AVE SW,42.9386735962782,-85.684099598218,YTD,5846
2864667,4/17/2023 4:30:00 AM,0,2,Backing,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 3221 PLAINFIELD AVE  NE &  N/A  ,0,0,YTD,5847
2864666,4/19/2023 5:49:00 PM,13,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, DIVISION AVE SE &  BURTON ST SE,42.9272752340584,-85.6666408048074,YTD,5848
2864665,4/20/2023 1:57:00 AM,21,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FULLER AVE NE &  MALTA ST NE,42.9761984167086,-85.6397925842878,YTD,5849
2864664,4/19/2023 2:45:00 PM,10,4,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, SEWARD AVE NW &  LAKE MICHIGAN DR NW,42.9661323191922,-85.682652885484,YTD,5850
2864663,3/1/2023 7:55:00 PM,14,4,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  ELLIOTT ST SE,42.9288417911738,-85.6350063848076,YTD,5851
2863780,4/14/2023 10:53:00 PM,18,6,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, GRIGGS ST SE &  LINDEN AVE SE,42.9309767797655,-85.6511559086349,YTD,5852
2863779,4/17/2023 8:13:00 PM,16,2,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MARIDELL AVE NW &  4TH ST NW,42.9767655040696,-85.7049522991392,YTD,5853
2863778,4/15/2023 4:00:00 PM,12,7,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, CEDAR ST NE &  BENJAMIN AVE NE,0,0,YTD,5854
2863777,4/15/2023 4:35:00 AM,0,7,Sideswipe-Same,No Injury (O),Yes,No,Yes,No,No,No,No,,No, COIT AVE NE &  TRAVIS ST NE,42.9934154437671,-85.6645890470294,YTD,5855
2863776,4/14/2023 6:30:00 PM,14,6,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, CHERRY ST SE &  LAGRAVE AVE SE,0,0,YTD,5856
2863775,4/14/2023 5:19:00 PM,13,6,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,Yes,Yes,No,No,,No,N PARK ST NE &  COIT AVE NE,43.0219934180348,-85.6544221676169,YTD,5857
2863774,4/18/2023 11:38:00 AM,7,3,Head On-Left Turn,No Injury (O),Yes,No,No,No,No,No,No,,No, COIT AVE NE & N PARK ST NE,43.0219753967507,-85.654475193807,YTD,5858
2863773,4/18/2023 2:15:00 AM,22,2,Head On,Possible Injury (C),No,No,No,Yes,No,No,No,,No, COTTAGE GROVE ST SE &  MADISON AVE SE,42.9355583738411,-85.6586148283875,YTD,5859
2863772,4/18/2023 9:00:00 PM,17,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NW &  BROADWAY AVE NW,42.9849006151049,-85.6782209369144,YTD,5860
2863771,4/18/2023 7:49:00 AM,3,3,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No,E I-96 HWY  & E BELTLINE AVE NE,42.9730463838261,-85.5924830538945,YTD,5861
2863770,4/14/2023 6:45:00 PM,14,6,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, UNION AVE NE &  FOUNTAIN ST NE,42.9649802792617,-85.6544124198044,YTD,5862
2863769,4/14/2023 5:50:00 PM,13,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MICHIGAN ST NE &  PROSPECT AVE NE,42.9702413341177,-85.6604632042096,YTD,5863
